"Название предмета";"Сезонность ниши";"Дата обнаружения";"Комиссия FBO";"Комиссия FBS";"Товары, шт.";"Количество новинок";"Товары с остатками, шт.";"% товаров с остатками";"Товары с движением, шт.";"% товаров с движением";"Товары с продажами, шт.";"% товаров с продажами";"% товаров с продажами от товаров с движением";"Бренды";"Бренды с продажами";"% брендов с продажами";"Продавцы";"Продавцы с продажами";"% продавцов с продажами";"Продажи, шт.";"Выручка, ₽";"Упущенная выручка, ₽";"Упущенная выручка %";"Потенциал, ₽";"Средний % выкупа";"Средний % выкупа с учётом возвратов";"Сумма выкупа, ₽";"Сумма выкупа с учётом возвратов, ₽";"Суммарные остатки, шт.";"Замороженный остаток, шт.";"Замороженный остаток в цене, ₽";"Замороженный остаток, %";"Оборачиваемость, дн.";"Минимальная цена, ₽";"Максимальная цена, ₽";"Средняя цена, ₽";"Медианная цена, ₽";"Минимальная цена с продажами, ₽";"Максимальная цена с продажами, ₽";"Средняя цена с продажами, ₽";"Медианная цена с продажами, ₽";"Средний рейтинг";"Средний рейтинг с продажами";"Средний дробный рейтинг";"Средний дробный рейтинг с продажами";"Количество кликов на карточку";"% добавления в корзину";"% оформления заказов"
"Смартфоны и гаджеты / Sim карты";"1";"2020-10-24";"29,5";"33";"11415";"1202";"2977";"26,08";"3727";"32,65";"2379";"20,84";"63,83";"433";"153";"35,33";"524";"220";"41,98";"69125";"7212106";"1669373";"18,8";"8881479";"82,75";"82,75";"5968018";"5968018";"253322";"196711";"56712034";"77,65";"110";"0";"303166";"487,15";"123";"14";"7640";"220,42";"108";"4,26";"4,42";"4,21";"4,36";"39";"16,9";"27,6"
"Автоэлектроника / Навигаторы";"2";"2020-01-25";"26,5";"30";"8814";"1391";"102";"1,16";"145";"1,65";"83";"0,94";"57,24";"137";"19";"13,87";"619";"34";"5,49";"650";"7207089";"1606795";"18,23";"8813884";"70,95";"58,92";"5113430";"4246417";"766";"284";"1907359";"37,08";"35";"0";"702000";"8019";"3207";"382";"96910";"14177,06";"5372";"4,44";"4,65";"4,4";"4,54";"17";"4,53";"6,79"
"Красота / Помазки для бритья";"2";"2020-01-25";"32,5";"36";"7497";"1876";"314";"4,19";"398";"5,31";"290";"3,87";"72,86";"419";"83";"19,81";"1033";"112";"10,84";"15257";"7197168";"1101278";"13,27";"8298446";"93,89";"93,13";"6757421";"6702723";"13995";"5344";"2700872";"38,19";"28";"0";"131811";"1582,91";"1024";"93";"15154";"1043,53";"601,5";"4,71";"4,89";"4,63";"4,77";"43";"8,9";"33,29"
"Красота / Аппликаторы";"1";"2020-01-25";"27,5";"31";"18034";"2806";"605";"3,35";"974";"5,4";"700";"3,88";"71,87";"779";"167";"21,44";"1813";"283";"15,61";"25043";"7195096";"1357786";"15,88";"8552882";"91,26";"91,23";"6566245";"6564086";"25404";"12232";"4638283";"48,15";"30";"0";"4309999";"2688,27";"572";"56";"8086";"596,27";"320";"4,79";"4,84";"4,71";"4,73";"25";"12,21";"27,53"
"Аксессуары для электроники / Кольца-держатели для телефона";"1";"2020-01-25";"29,5";"33";"58263";"9624";"2869";"4,92";"3812";"6,54";"2202";"3,78";"57,76";"856";"190";"22,2";"1960";"241";"12,3";"25401";"7193429";"2276488";"24,04";"9469917";"87,27";"86,63";"6277705";"6231668";"44863";"25077";"7837771";"55,9";"53";"0";"900000";"791,56";"357";"34";"4633";"314,14";"229";"4,63";"4,76";"4,55";"4,62";"7";"7,8";"8,07"
"Товары для взрослых / Вакуумно-волновые стимуляторы";"1";"2020-05-02";"29,5";"33";"13840";"1800";"571";"4,13";"701";"5,07";"379";"2,74";"54,07";"816";"78";"9,56";"1408";"126";"8,95";"2845";"7191307";"5865368";"44,92";"13056675";"84,96";"84,07";"6109734";"6045732";"8557";"5948";"15768187";"69,51";"90";"0";"189142";"4830,02";"3083,5";"118";"35194";"3696,96";"2296";"4,41";"4,59";"4,35";"4,49";"3";"7,13";"12,87"
"Периферия и аксессуары / Оптические приводы";"1";"2020-01-25";"24,5";"28";"6963";"839";"80";"1,15";"114";"1,64";"98";"1,41";"85,96";"177";"40";"22,6";"666";"54";"8,11";"3631";"7187527";"1664134";"18,8";"8851661";"86,44";"84,63";"6212898";"6082804";"4236";"1365";"2844058";"32,22";"35";"0";"86344";"2862,66";"2021";"442";"8055";"2440,12";"1919";"4,74";"4,87";"4,65";"4,73";"21";"8,19";"17,49"
"Товары для малышей / Клеенки детские";"2";"2020-01-25";"26,5";"30";"6432";"682";"676";"10,51";"767";"11,92";"608";"9,45";"79,27";"244";"54";"22,13";"819";"80";"9,77";"22541";"7187081";"636186";"8,13";"7823267";"90,5";"90,47";"6504308";"6502152";"45964";"23946";"7346997";"52,1";"61";"0";"351500";"3188,25";"516";"93";"1835";"330,14";"281";"4,86";"4,96";"4,77";"4,84";"26";"9,15";"31,1"
"Сантехника / ТЭНы для водонагревателей";"1";"2020-05-21";"27,5";"31";"17075";"952";"962";"5,63";"1478";"8,66";"857";"5,02";"57,98";"384";"113";"29,43";"673";"143";"21,25";"5282";"7182259";"1009617";"12,32";"8191876";"81,33";"80,28";"5841331";"5765918";"8236";"4193";"9003936";"50,91";"47";"0";"122269";"2535,85";"1910,5";"125";"24135";"1721,99";"1522";"4,69";"4,8";"4,62";"4,68";"15";"4,95";"11,13"
"Отделочные материалы / Цилиндры для замка";"1";"2020-11-21";"28,5";"32";"32847";"4439";"1820";"5,54";"2305";"7,02";"1311";"3,99";"56,88";"298";"87";"29,19";"804";"111";"13,81";"12991";"7171671";"976904";"11,99";"8148575";"82,92";"80,33";"5946750";"5761003";"24498";"13719";"8296215";"56";"57";"0";"302500";"6390,33";"1128";"107";"54826";"1070,51";"725";"4,79";"4,86";"4,74";"4,76";"13";"6,6";"16,68"
"Сантехника / Канализационные установки";"1";"2020-01-31";"27,5";"31";"3083";"742";"119";"3,86";"171";"5,55";"98";"3,18";"57,31";"152";"43";"28,29";"436";"59";"13,53";"1690";"7166594";"792753";"9,96";"7959347";"92,8";"92,41";"6650599";"6622650";"2266";"508";"3422361";"22,42";"40";"0";"211053";"7592,94";"1565";"92";"45402";"6814,88";"6388";"4,73";"4,84";"4,67";"4,73";"16";"5,18";"17,18"
"Сантехника / Коллекторы для труб";"1";"2020-05-31";"27,5";"31";"20117";"2155";"870";"4,32";"1141";"5,67";"522";"2,59";"45,75";"276";"54";"19,57";"664";"107";"16,11";"2485";"7165135";"1681967";"19,01";"8847102";"87,32";"86,38";"6256596";"6189244";"4258";"2101";"9999399";"49,34";"51";"0";"318641";"8437,39";"5407,5";"89";"22734";"5653,99";"3729,5";"4,81";"4,88";"4,77";"4,82";"4";"6,16";"9,95"
"Электроинструмент и оборудование / Миксеры для строительных смесей";"2";"2020-01-25";"30,5";"34";"11809";"1465";"397";"3,36";"534";"4,52";"268";"2,27";"50,19";"386";"74";"19,17";"1799";"165";"9,17";"2398";"7145240";"852685";"10,66";"7997925";"80,67";"79,75";"5764065";"5698329";"4401";"2525";"6323015";"57,37";"55";"0";"612361";"5457,95";"2426,5";"145";"15673";"3782,03";"3263";"4,73";"4,79";"4,67";"4,69";"12";"6,24";"11,39"
"Рукоделие / Булавки";"1";"2020-01-25";"24,5";"28";"42424";"7834";"1557";"3,67";"2177";"5,13";"1576";"3,71";"72,39";"900";"226";"25,11";"2287";"309";"13,51";"40101";"7143246";"1779079";"19,94";"8922325";"92,74";"92,64";"6624646";"6617503";"43701";"17007";"4367405";"38,92";"33";"0";"680318";"891,29";"483";"33";"1886";"259,26";"192";"4,86";"4,94";"4,78";"4,83";"13";"8,82";"17,72"
"Спортивный товар / Луки";"2";"2021-03-10";"27,5";"31";"7070";"1994";"161";"2,28";"228";"3,22";"136";"1,92";"59,65";"123";"25";"20,33";"572";"35";"6,12";"2597";"7140499";"1078970";"13,13";"8219469";"86,41";"85,29";"6170105";"6090132";"3482";"1225";"4882669";"35,18";"40";"0";"84645";"2986,5";"1029";"205";"34565";"3811,93";"2270,5";"4,77";"4,98";"4,7";"4,81";"34";"5,51";"12,61"
"Электроинструмент и оборудование / Бетономешалки";"2";"2021-03-31";"28,5";"32";"2504";"313";"43";"1,72";"54";"2,16";"30";"1,2";"55,56";"78";"13";"16,67";"271";"11";"4,06";"400";"7114766";"6372311";"47,25";"13487077";"94,33";"94,33";"6711359";"6711359";"503";"339";"8750791";"67,4";"38";"0";"464185";"18001,51";"18627,5";"728";"27070";"16732,43";"18859";"4,64";"4,87";"4,55";"4,75";"34";"4,75";"4,61"
"Посуда и инвентарь / Половники";"1";"2020-01-25";"29,5";"33";"76626";"26423";"1194";"1,56";"1645";"2,15";"960";"1,25";"58,36";"1586";"294";"18,54";"3816";"414";"10,85";"20318";"7112999";"1843075";"20,58";"8956074";"81,52";"80,95";"5798517";"5757973";"18047";"5230";"3914099";"28,98";"27";"0";"900029";"1473,62";"764";"21";"32250";"634,1";"437";"4,74";"4,83";"4,67";"4,73";"21";"9,26";"17,26"
"Автозапчасти / Фильтры топливные";"1";"2020-06-04";"26,5";"30";"341711";"36005";"3708";"1,09";"4949";"1,45";"2221";"0,65";"44,88";"1384";"372";"26,88";"2729";"562";"20,59";"14953";"7106416";"2053871";"22,42";"9160287";"89,65";"89,02";"6370902";"6326132";"39526";"27538";"20440809";"69,67";"79";"0";"7787573";"2241,04";"1321";"30";"11005";"864,39";"541";"4,74";"4,87";"4,7";"4,78";"5";"8,35";"12,74"
"Товары для животных / Воротники для животных";"1";"2020-01-25";"21,5";"25";"61706";"11986";"504";"0,82";"702";"1,14";"431";"0,7";"61,4";"225";"72";"32";"1837";"119";"6,48";"17066";"7104420";"666916";"8,58";"7771336";"69,26";"65,66";"4920521";"4664762";"15442";"5171";"3720123";"33,49";"27";"0";"459600";"1373,63";"908";"99";"7159";"588,1";"499";"4,75";"4,87";"4,66";"4,74";"37";"6,72";"30,32"
"Отделочные материалы / Плитка мозаичная";"1";"2020-10-06";"28,5";"32";"8810";"1516";"569";"6,46";"845";"9,59";"503";"5,71";"59,53";"103";"36";"34,95";"317";"49";"15,46";"3862";"7094803";"1115553";"13,59";"8210356";"82,5";"80,69";"5853212";"5724797";"5476";"2540";"5698539";"46,38";"43";"0";"251550";"3465,11";"1541";"150";"14873";"2293,62";"1536";"4,75";"4,88";"4,69";"4,8";"13";"5,24";"7,65"
"Красота / Футляры для зубных щеток";"1";"2020-01-25";"27,5";"31";"22298";"5663";"965";"4,33";"1190";"5,34";"887";"3,98";"74,54";"1054";"184";"17,46";"2526";"275";"10,89";"33936";"7088105";"1509134";"17,55";"8597239";"87,16";"86,78";"6177992";"6151058";"59079";"29818";"6513934";"50,47";"52";"0";"900000";"946,22";"482";"76";"6722";"296,93";"213";"4,81";"4,93";"4,72";"4,81";"33";"11,07";"31,9"
"Спортивная одежда / Полукомбинезоны спортивные";"3";"2020-01-25";"34,5";"38";"2437";"476";"144";"5,91";"167";"6,85";"100";"4,1";"59,88";"114";"29";"25,44";"215";"32";"14,88";"1070";"7085014";"1392078";"16,42";"8477092";"24,6";"19,52";"1742913";"1382995";"932";"335";"2995457";"35,94";"26";"0";"82607";"4769,72";"2075";"1042";"29155";"7061,25";"4396,5";"4,74";"4,82";"4,65";"4,7";"17";"3,84";"12,7"
"Декор интерьера / Подставки для наушников";"2";"2021-01-26";"29,5";"33";"16664";"5682";"163";"0,98";"269";"1,61";"231";"1,39";"85,87";"221";"71";"32,13";"1284";"110";"8,57";"9835";"7072901";"2409915";"25,41";"9482816";"89,71";"88,92";"6345099";"6289224";"7983";"1490";"1183939";"18,66";"24";"0";"1175157";"1410,15";"927";"104";"6199";"1153,89";"1056";"4,83";"4,9";"4,75";"4,81";"66";"9,88";"23,66"
"Здоровье / Пульсоксиметры";"2";"2020-02-08";"25,5";"29";"3568";"16";"133";"3,73";"226";"6,33";"159";"4,46";"70,35";"973";"66";"6,78";"1497";"95";"6,35";"5803";"7057483";"790894";"10,08";"7848377";"86,84";"86,43";"6128718";"6099783";"7414";"2219";"2660787";"29,93";"38";"0";"194105";"1207,41";"466,5";"205";"23675";"1393,66";"827";"4,39";"4,48";"4,33";"4,41";"50";"9,53";"21,95"
"Спортивные аксессуары / Сумки для мотоциклов";"2";"2020-01-25";"29,5";"33";"20200";"5604";"304";"1,5";"381";"1,89";"273";"1,35";"71,65";"251";"62";"24,7";"1147";"90";"7,85";"3288";"7051288";"1744378";"19,83";"8795666";"76,9";"75,08";"5422440";"5294107";"5017";"2284";"7149896";"45,53";"46";"0";"196078";"3343,96";"2016";"170";"16586";"3016,96";"2374";"4,8";"4,95";"4,74";"4,84";"15";"7,75";"17,04"
"Ручной инструмент и оснастка / Уровни строительные";"1";"2020-01-25";"31,5";"35";"39137";"4116";"941";"2,4";"1370";"3,5";"780";"1,99";"56,93";"901";"155";"17,2";"3015";"273";"9,05";"10855";"7049501";"4030623";"36,38";"11080124";"89,42";"88,72";"6303664";"6254317";"14083";"5087";"4907768";"36,12";"39";"0";"1000000";"4066,39";"1457,5";"67";"47990";"1644,96";"937,5";"4,69";"4,83";"4,62";"4,72";"10";"6,34";"12,41"
"Техника для кухни / Фильтры для вытяжки";"1";"2020-01-31";"24,5";"28";"9122";"956";"658";"7,21";"958";"10,5";"649";"7,11";"67,75";"240";"96";"40";"725";"151";"20,83";"10259";"7043001";"1241295";"14,98";"8284296";"92,26";"91,32";"6497873";"6431669";"17203";"7184";"5252224";"41,76";"50";"0";"129735";"2165,3";"1350";"133";"15938";"1239,82";"1085";"4,69";"4,82";"4,62";"4,71";"8";"7,73";"17,72"
"Посуда и инвентарь / Венчики";"1";"2020-01-25";"29,5";"33";"43234";"8801";"815";"1,89";"1204";"2,78";"767";"1,77";"63,7";"2363";"298";"12,61";"4561";"425";"9,32";"23429";"7041144";"1681572";"19,28";"8722716";"88,98";"88,61";"6265210";"6239158";"26903";"13668";"3915498";"50,8";"34";"0";"900000";"1133,86";"566,5";"44";"5343";"410,49";"275";"4,67";"4,86";"4,6";"4,73";"24";"8,77";"17,85"
"Хозяйственные товары / Шапочки для душа";"1";"2020-01-25";"24,5";"28";"17758";"6705";"585";"3,29";"739";"4,16";"507";"2,86";"68,61";"975";"124";"12,72";"2024";"157";"7,76";"27936";"7039019";"724162";"9,33";"7763181";"94,1";"94,06";"6623717";"6620901";"34779";"11461";"3229798";"32,95";"37";"0";"108043";"842,92";"775";"50";"5809";"352,79";"277";"4,79";"4,93";"4,69";"4,82";"46";"16,56";"38,54"
"Здоровье / Фетальные допплеры";"1";"2020-08-28";"31,5";"35";"3240";"1282";"28";"0,86";"45";"1,39";"41";"1,27";"91,11";"242";"16";"6,61";"926";"33";"3,56";"3066";"7032583";"893109";"11,27";"7925692";"78,6";"76,89";"5527610";"5407353";"1069";"277";"412562";"25,91";"10";"0";"1000000";"2614,36";"1300,5";"265";"3116";"1780,59";"1668";"4,11";"4,45";"4,06";"4,32";"104";"5,36";"22,99"
"Аксессуары для обуви / Спреи для обуви";"3";"2020-01-25";"34,5";"38";"22672";"7581";"502";"2,21";"764";"3,37";"441";"1,95";"57,72";"688";"129";"18,75";"1365";"181";"13,26";"14242";"7031397";"1010896";"12,57";"8042293";"93,04";"92,99";"6542012";"6538496";"31560";"16784";"7491761";"53,18";"66";"0";"16209";"707,74";"656";"117";"5805";"546,6";"449";"4,73";"4,84";"4,65";"4,71";"86";"11,63";"36,99"
"Красота / Селективный парфюм";"1";"2020-01-25";"32,5";"36";"43158";"1555";"3056";"7,08";"4922";"11,4";"2670";"6,19";"54,25";"1125";"256";"22,76";"936";"103";"11";"5906";"7027855";"1573132";"18,29";"8600987";"75";"75";"5270891";"5270891";"9353";"7504";"8519285";"80,23";"48";"0";"722681";"1699,3";"921";"99";"11381";"1298,46";"697";"4,4";"4,64";"4,33";"4,53";"4";"7,21";"11,41"
"Автохимия и автокосметика / Смазки автомобильные";"1";"2020-01-25";"26,5";"30";"91452";"11987";"745";"0,81";"922";"1,01";"575";"0,63";"62,36";"1770";"121";"6,84";"4009";"170";"4,24";"24834";"7025369";"860717";"10,91";"7886086";"94,76";"94,74";"6657240";"6655835";"79242";"49043";"16878077";"61,89";"96";"0";"2705164";"1182,48";"643";"96";"9088";"519,46";"371";"4,86";"4,95";"4,8";"4,84";"13";"8,25";"17,24"
"Товары для животных / Зубные щетки для животных";"1";"2020-01-25";"21,5";"25";"12122";"3811";"198";"1,63";"299";"2,47";"211";"1,74";"70,57";"540";"69";"12,78";"1781";"106";"5,95";"16570";"7025076";"1954997";"21,77";"8980073";"87,62";"87,62";"6155372";"6155372";"11559";"2349";"1236198";"20,32";"21";"0";"420168";"4078,46";"784";"101";"2119";"398,9";"347";"4,75";"4,91";"4,66";"4,78";"13";"11,81";"22,85"
"Отделочные материалы / Петли дверные";"1";"2020-01-31";"28,5";"32";"48717";"6248";"3126";"6,42";"3787";"7,77";"1936";"3,97";"51,12";"751";"208";"27,7";"2116";"309";"14,6";"19868";"7011695";"884312";"11,2";"7896007";"76,79";"74,33";"5384281";"5211793";"36211";"21996";"12292647";"60,74";"55";"0";"3000000";"2433,36";"681,5";"54";"8660";"605,23";"400,5";"4,78";"4,9";"4,73";"4,81";"7";"8,88";"14,47"
"Товары для животных / Коврики под миску";"1";"2020-01-25";"21,5";"25";"23274";"2618";"690";"2,96";"920";"3,95";"608";"2,61";"66,09";"899";"125";"13,9";"2009";"167";"8,31";"17628";"7008944";"951443";"11,95";"7960387";"86,54";"85,92";"6065540";"6022085";"27254";"14982";"7722356";"54,97";"46";"0";"900000";"1437,03";"654";"120";"6805";"455,29";"366";"4,84";"4,98";"4,77";"4,9";"13";"6,75";"18,65"
"Мебель садовая / Скамейки садовые";"2";"2020-02-01";"26,5";"30";"8760";"1298";"283";"3,23";"507";"5,79";"349";"3,98";"68,84";"650";"93";"14,31";"1494";"125";"8,37";"2333";"6998471";"1379649";"16,47";"8378120";"88,62";"87,8";"6202045";"6144658";"5655";"3667";"11094992";"64,85";"73";"0";"900000";"6499,59";"3998";"427";"27946";"3469,03";"3001";"4,76";"4,83";"4,68";"4,71";"32";"6,6";"8,35"
"Рукоделие / Красители для эпоксидной смолы";"2";"2020-05-25";"29,5";"33";"4400";"234";"968";"22";"1332";"30,27";"1037";"23,57";"77,85";"156";"56";"35,9";"323";"56";"17,34";"18278";"6995827";"927317";"11,7";"7923144";"92,8";"92,61";"6492127";"6478835";"24694";"8813";"4670270";"35,69";"41";"0";"69100";"706,34";"309";"131";"16088";"382,96";"281";"4,88";"4,92";"4,82";"4,85";"15";"9,43";"18,06"
"Все для садоводства / Ящики для рассады";"3";"2020-01-26";"29,5";"29,5";"10909";"1487";"310";"2,84";"660";"6,05";"481";"4,41";"72,88";"633";"103";"16,27";"1581";"157";"9,93";"14902";"6993693";"3624692";"34,14";"10618385";"84,62";"83,97";"5918063";"5872604";"2167";"866";"901370";"39,96";"4";"0";"256102";"1531,95";"868";"117";"10023";"988,05";"786";"4,73";"4,88";"4,66";"4,77";"101";"6,93";"13,87"
"Спортивный товар / Монокуляры";"1";"2020-02-23";"27,5";"31";"11312";"1959";"277";"2,45";"383";"3,39";"216";"1,91";"56,4";"549";"77";"14,03";"1844";"112";"6,07";"3134";"6988554";"1900953";"21,38";"8889507";"81,19";"80,2";"5674007";"5604820";"3564";"1381";"6309378";"38,75";"34";"0";"1127856";"8499,43";"2086";"145";"89100";"5541,28";"1982";"4,3";"4,65";"4,24";"4,51";"4";"5,77";"10,08"
"Декор интерьера / Подвески интерьерные";"1";"2020-01-25";"29,5";"33";"156213";"31222";"1364";"0,87";"1784";"1,14";"1109";"0,71";"62,16";"879";"151";"17,18";"3050";"211";"6,92";"12147";"6980322";"1749960";"20,04";"8730282";"86,6";"84,97";"6044959";"5931180";"22011";"11807";"7768311";"53,64";"54";"0";"1191587";"1611,96";"900";"48";"5778";"631,12";"472";"4,78";"4,9";"4,73";"4,83";"22";"6,7";"13,18"
"Декор интерьера / Масла лампадные";"2";"2021-07-17";"29,5";"33";"2619";"614";"84";"3,21";"165";"6,3";"145";"5,54";"87,88";"62";"20";"32,26";"227";"23";"10,13";"9153";"6970976";"991963";"12,46";"7962939";"97,3";"97,27";"6782760";"6780668";"11272";"6794";"6315581";"60,27";"37";"0";"263305";"5802,35";"1225";"151";"3541";"979,86";"769";"4,93";"4,97";"4,86";"4,9";"20";"10,06";"21,94"
"Все для садоводства / Фотосетки для декора";"3";"2020-05-13";"29,5";"29,5";"27540";"2069";"3375";"12,25";"3747";"13,61";"1017";"3,69";"27,14";"121";"55";"45,45";"411";"61";"14,84";"4223";"6961369";"4919870";"41,41";"11881239";"85,25";"84,36";"5934567";"5872611";"23173";"18939";"33122240";"81,73";"165";"0";"461271";"2347,79";"1958";"282";"30499";"1811,41";"1583";"4,83";"4,9";"4,72";"4,76";"4";"3,71";"4,39"
"Ручной инструмент и оснастка / Аэрографы";"1";"2020-01-29";"31,5";"35";"14999";"2709";"249";"1,66";"332";"2,21";"258";"1,72";"77,71";"203";"34";"16,75";"958";"63";"6,58";"3786";"6956856";"1659425";"19,26";"8616281";"91,37";"91,09";"6356479";"6337000";"5530";"2192";"4446133";"39,64";"44";"0";"900000";"5841,73";"2609,5";"58";"12757";"1744,81";"1346,5";"4,75";"4,88";"4,67";"4,75";"11";"6,91";"12,67"
"Все для садоводства / Держатели для кашпо";"3";"2020-01-25";"29,5";"29,5";"14820";"3240";"830";"5,6";"1057";"7,13";"683";"4,61";"64,62";"617";"122";"19,77";"1560";"160";"10,26";"13141";"6956755";"1777710";"20,35";"8734465";"93,04";"92,86";"6472565";"6460043";"18715";"9971";"7497488";"53,28";"43";"0";"900000";"2747,65";"1120,5";"60";"4948";"743,46";"560";"4,86";"4,94";"4,8";"4,87";"31";"8,32";"10,72"
"Автоаксессуары и дополнительное оборудование / Эмблемы для авто";"1";"2021-04-25";"26,5";"30";"47539";"6953";"6435";"13,54";"7740";"16,28";"3261";"6,86";"42,13";"517";"186";"35,98";"911";"282";"30,95";"13327";"6952632";"1433371";"17,09";"8386003";"82,52";"81,97";"5737312";"5699072";"35019";"24551";"15909539";"70,11";"79";"0";"78000";"1040,38";"720";"45";"5355";"625,51";"515";"4,72";"4,76";"4,67";"4,67";"6";"5,42";"10,36"
